sample	chrom	start	end	maxP	lowP	highP	width	status
1	HanXRQChr05	108000000	109000000	0.97	0.85	1	0.15	P2
1	HanXRQChr05	109000000	110000000	1	0.96	1	0.04	P2
1	HanXRQChr05	110000000	111000000	1	0.87	1	0.13	P2
1	HanXRQChr05	111000000	112000000	1	0.98	1	0.02	P2
1	HanXRQChr05	112000000	113000000	0.88	0.43	1	0.57	admixed
1	HanXRQChr05	113000000	114000000	1	0.93	1	0.07	P2
1	HanXRQChr05	115000000	116000000	0.93	0.79	1	0.21	P2
1	HanXRQChr05	116000000	117000000	0.98	0.94	1	0.0600000000000001	P2
1	HanXRQChr05	117000000	118000000	1	0.93	1	0.07	P2
1	HanXRQChr05	118000000	119000000	0.99	0.95	1	0.05	P2
1	HanXRQChr05	119000000	120000000	0.99	0.96	1	0.04	P2
1	HanXRQChr05	120000000	121000000	0.99	0.92	1	0.08	P2
1	HanXRQChr05	121000000	122000000	0.98	0.94	1	0.0600000000000001	P2
1	HanXRQChr05	122000000	123000000	1	0.95	1	0.05	P2
1	HanXRQChr05	123000000	124000000	0.98	0.94	1	0.0600000000000001	P2
1	HanXRQChr05	124000000	125000000	0.98	0.95	1	0.05	P2
1	HanXRQChr05	125000000	126000000	0.99	0.93	1	0.07	P2
1	HanXRQChr05	126000000	127000000	0.98	0.94	1	0.0600000000000001	P2
1	HanXRQChr05	127000000	128000000	1	0.96	1	0.04	P2
1	HanXRQChr05	128000000	129000000	0.96	0.92	0.99	0.07	P2
1	HanXRQChr05	129000000	130000000	0.99	0.92	1	0.08	P2
1	HanXRQChr05	130000000	131000000	0.97	0.92	1	0.08	P2
1	HanXRQChr05	131000000	132000000	0.97	0.89	1	0.11	P2
1	HanXRQChr05	132000000	133000000	0.99	0.94	1	0.0600000000000001	P2
1	HanXRQChr05	133000000	134000000	1	0.97	1	0.03	P2
1	HanXRQChr05	134000000	135000000	1	0.96	1	0.04	P2
1	HanXRQChr05	135000000	136000000	0.97	0.91	1	0.09	P2
1	HanXRQChr05	136000000	137000000	1	0.98	1	0.02	P2
1	HanXRQChr05	137000000	138000000	1	0.97	1	0.03	P2
1	HanXRQChr05	138000000	139000000	0.96	0.92	0.98	0.0599999999999999	P2
1	HanXRQChr05	139000000	140000000	0.97	0.91	1	0.09	P2
1	HanXRQChr05	140000000	141000000	1	0.98	1	0.02	P2
1	HanXRQChr05	141000000	142000000	1	0.85	1	0.15	P2
1	HanXRQChr05	142000000	143000000	1	0.98	1	0.02	P2
1	HanXRQChr05	143000000	144000000	0.98	0.94	1	0.0600000000000001	P2
1	HanXRQChr05	144000000	145000000	1	0.94	1	0.0600000000000001	P2
1	HanXRQChr05	145000000	146000000	0.98	0.93	1	0.07	P2
1	HanXRQChr05	146000000	147000000	0.99	0.92	1	0.08	P2
1	HanXRQChr05	147000000	148000000	1	0.94	1	0.0600000000000001	P2
1	HanXRQChr05	148000000	149000000	0.85	0.67	0.97	0.3	P2
1	HanXRQChr05	149000000	150000000	0.98	0.95	1	0.05	P2
1	HanXRQChr05	150000000	151000000	1	0.97	1	0.03	P2
1	HanXRQChr05	151000000	152000000	0.96	0.89	1	0.11	P2
1	HanXRQChr05	152000000	153000000	1	0.96	1	0.04	P2
1	HanXRQChr05	153000000	154000000	0.98	0.93	1	0.07	P2
1	HanXRQChr05	154000000	155000000	0.99	0.97	1	0.03	P2
1	HanXRQChr05	155000000	156000000	1	0.91	1	0.09	P2
1	HanXRQChr05	156000000	157000000	0.97	0.9	1	0.1	P2
1	HanXRQChr05	157000000	158000000	0.98	0.93	1	0.07	P2
1	HanXRQChr05	158000000	159000000	1	0.81	1	0.19	P2
1	HanXRQChr05	159000000	160000000	0.95	0.87	0.99	0.12	P2
1	HanXRQChr05	160000000	161000000	1	0.97	1	0.03	P2
1	HanXRQChr05	161000000	162000000	1	0.99	1	0.01	P2
1	HanXRQChr05	162000000	163000000	0.98	0.93	1	0.07	P2
1	HanXRQChr05	163000000	164000000	0.96	0.87	1	0.13	P2
1	HanXRQChr05	164000000	165000000	1	0.97	1	0.03	P2
1	HanXRQChr05	165000000	166000000	1	0.99	1	0.01	P2
1	HanXRQChr05	166000000	167000000	1	0.96	1	0.04	P2
1	HanXRQChr05	167000000	168000000	1	0.95	1	0.05	P2
1	HanXRQChr05	168000000	169000000	1	0.97	1	0.03	P2
1	HanXRQChr05	169000000	170000000	0.94	0.88	0.98	0.1	P2
1	HanXRQChr05	170000000	171000000	0.99	0.93	1	0.07	P2
1	HanXRQChr05	171000000	172000000	0.98	0.94	1	0.0600000000000001	P2
1	HanXRQChr05	172000000	173000000	0.95	0.9	0.98	0.08	P2
1	HanXRQChr05	173000000	174000000	0.98	0.93	1	0.07	P2
1	HanXRQChr05	174000000	175000000	0.98	0.92	1	0.08	P2
1	HanXRQChr05	175000000	176000000	0.96	0.89	1	0.11	P2
1	HanXRQChr05	176000000	177000000	0	0	0.04	0.04	P1
1	HanXRQChr05	177000000	178000000	0	0	0.02	0.02	P1
1	HanXRQChr05	178000000	179000000	0	0	0.03	0.03	P1
1	HanXRQChr05	179000000	180000000	0	0	0.02	0.02	P1
1	HanXRQChr05	180000000	181000000	0	0	0.01	0.01	P1
1	HanXRQChr05	181000000	182000000	0.01	0	0.05	0.05	P1
1	HanXRQChr05	182000000	183000000	0	0	0.01	0.01	P1
1	HanXRQChr05	183000000	184000000	0	0	0.02	0.02	P1
1	HanXRQChr05	184000000	185000000	0	0	0.01	0.01	P1
1	HanXRQChr05	185000000	186000000	0	0	0.02	0.02	P1
1	HanXRQChr05	186000000	187000000	0	0	0.01	0.01	P1
1	HanXRQChr05	187000000	188000000	0	0	0.02	0.02	P1
1	HanXRQChr05	188000000	189000000	0	0	0.01	0.01	P1
1	HanXRQChr05	189000000	190000000	0	0	0.01	0.01	P1
1	HanXRQChr05	190000000	191000000	0	0	0.01	0.01	P1
1	HanXRQChr05	191000000	192000000	0	0	0.01	0.01	P1
1	HanXRQChr05	192000000	193000000	0	0	0.01	0.01	P1
1	HanXRQChr05	194000000	195000000	0	0	0.02	0.02	P1
1	HanXRQChr05	195000000	196000000	0.92	0.85	0.97	0.12	P2
1	HanXRQChr05	196000000	197000000	0.13	0.08	0.18	0.1	P1
1	HanXRQChr05	197000000	198000000	0.32	0.27	0.36	0.09	P1
1	HanXRQChr05	198000000	199000000	0.88	0.81	0.94	0.13	P2
1	HanXRQChr05	199000000	200000000	0.79	0.74	0.84	0.1	P2
1	HanXRQChr05	200000000	201000000	0	0	0.01	0.01	P1
1	HanXRQChr05	201000000	202000000	0	0	0.01	0.01	P1
1	HanXRQChr05	202000000	203000000	0	0	0.03	0.03	P1
1	HanXRQChr05	203000000	204000000	0	0	0.07	0.07	P1
1	HanXRQChr05	204000000	205000000	0	0	0.01	0.01	P1
1	HanXRQChr05	205000000	206000000	0	0	0.01	0.01	P1
1	HanXRQChr05	206000000	207000000	0.96	0.93	0.98	0.0499999999999999	P2
1	HanXRQChr05	207000000	208000000	0.96	0.93	0.98	0.0499999999999999	P2
1	HanXRQChr05	208000000	209000000	0.44	0.4	0.47	0.07	P1
1	HanXRQChr05	209000000	210000000	0.98	0.94	1	0.0600000000000001	P2
1	HanXRQChr05	210000000	211000000	0.3	0.26	0.36	0.1	P1
1	HanXRQChr05	211000000	212000000	0.96	0.92	0.99	0.07	P2
1	HanXRQChr05	212000000	213000000	0.99	0.97	1	0.03	P2
1	HanXRQChr05	213000000	214000000	0.87	0.82	0.92	0.1	P2
1	HanXRQChr05	214000000	215000000	0.23	0.2	0.27	0.07	P1
1	HanXRQChr05	215000000	216000000	0.77	0.7	0.84	0.14	P2
1	HanXRQChr05	216000000	217000000	0.07	0.04	0.12	0.08	P1
1	HanXRQChr05	217000000	218000000	0.77	0.73	0.81	0.08	P2
1	HanXRQChr05	218000000	219000000	0.53	0.45	0.62	0.17	admixed
1	HanXRQChr05	219000000	220000000	0.47	0.31	0.63	0.32	admixed
1	HanXRQChr06	0	1000000	0.88	0.84	0.91	0.0700000000000001	P2
1	HanXRQChr06	1000000	2000000	0.95	0.91	0.99	0.08	P2
1	HanXRQChr06	2000000	3000000	0.7	0.63	0.76	0.13	P2
1	HanXRQChr06	3000000	4000000	0.97	0.94	0.99	0.05	P2
1	HanXRQChr06	4000000	5000000	0.98	0.95	1	0.05	P2
1	HanXRQChr06	5000000	6000000	0.99	0.96	1	0.04	P2
1	HanXRQChr06	6000000	7000000	0.79	0.75	0.83	0.08	P2
1	HanXRQChr06	7000000	8000000	0.95	0.92	0.98	0.0599999999999999	P2
1	HanXRQChr06	8000000	9000000	1	0.97	1	0.03	P2
1	HanXRQChr06	9000000	10000000	0.94	0.9	0.98	0.08	P2
1	HanXRQChr06	10000000	11000000	0.92	0.89	0.96	0.07	P2
1	HanXRQChr06	11000000	12000000	0.2	0.14	0.27	0.13	P1
1	HanXRQChr06	12000000	13000000	0.99	0.97	1	0.03	P2
1	HanXRQChr06	13000000	14000000	0.97	0.93	1	0.07	P2
1	HanXRQChr06	14000000	15000000	0.99	0.95	1	0.05	P2
1	HanXRQChr06	15000000	16000000	0.4	0.35	0.46	0.11	P1
1	HanXRQChr06	16000000	17000000	1	0.98	1	0.02	P2
1	HanXRQChr06	17000000	18000000	1	0.97	1	0.03	P2
1	HanXRQChr06	18000000	19000000	0.99	0.96	1	0.04	P2
1	HanXRQChr06	19000000	20000000	0	0	0.01	0.01	P1
1	HanXRQChr06	20000000	21000000	0.4	0.36	0.43	0.07	P1
1	HanXRQChr06	21000000	22000000	0.55	0.48	0.63	0.15	admixed
1	HanXRQChr06	22000000	23000000	1	0.97	1	0.03	P2
1	HanXRQChr06	23000000	24000000	1	0.98	1	0.02	P2
1	HanXRQChr06	24000000	25000000	1	0.98	1	0.02	P2
1	HanXRQChr06	25000000	26000000	1	0.97	1	0.03	P2
1	HanXRQChr06	26000000	27000000	1	0.96	1	0.04	P2
1	HanXRQChr06	27000000	28000000	1	0.96	1	0.04	P2
1	HanXRQChr06	28000000	29000000	0.98	0.94	1	0.0600000000000001	P2
1	HanXRQChr06	29000000	30000000	1	0.98	1	0.02	P2
1	HanXRQChr06	30000000	31000000	0.99	0.97	1	0.03	P2
1	HanXRQChr06	31000000	32000000	1	0.97	1	0.03	P2
1	HanXRQChr06	32000000	33000000	0.99	0.95	1	0.05	P2
1	HanXRQChr06	33000000	34000000	1	0.97	1	0.03	P2
1	HanXRQChr06	34000000	35000000	1	0.98	1	0.02	P2
1	HanXRQChr06	35000000	36000000	0.91	0.83	0.97	0.14	P2
1	HanXRQChr06	36000000	37000000	1	0.98	1	0.02	P2
1	HanXRQChr06	37000000	38000000	0.88	0.83	0.93	0.1	P2
1	HanXRQChr06	38000000	39000000	0.09	0.06	0.13	0.07	P1
1	HanXRQChr06	39000000	40000000	1	0.98	1	0.02	P2
1	HanXRQChr06	40000000	41000000	0.64	0.6	0.69	0.09	P2
1	HanXRQChr06	41000000	42000000	0.78	0.72	0.82	0.1	P2
1	HanXRQChr06	42000000	43000000	0.99	0.96	1	0.04	P2
1	HanXRQChr06	43000000	44000000	0.97	0.89	1	0.11	P2
1	HanXRQChr06	44000000	45000000	0.98	0.93	1	0.07	P2
1	HanXRQChr06	45000000	46000000	1	0.94	1	0.0600000000000001	P2
1	HanXRQChr06	46000000	47000000	0.99	0.96	1	0.04	P2
1	HanXRQChr06	47000000	48000000	1	0.94	1	0.0600000000000001	P2
1	HanXRQChr06	50000000	51000000	0.99	0.95	1	0.05	P2
1	HanXRQChr06	51000000	52000000	1	0.99	1	0.01	P2
1	HanXRQChr06	52000000	53000000	0.21	0.16	0.26	0.1	P1
1	HanXRQChr06	53000000	54000000	0	0	0.03	0.03	P1
1	HanXRQChr06	54000000	55000000	0	0	0.01	0.01	P1
1	HanXRQChr06	55000000	56000000	0	0	0.01	0.01	P1
1	HanXRQChr06	56000000	57000000	0.13	0.09	0.18	0.09	P1
1	HanXRQChr06	57000000	58000000	0.77	0.71	0.84	0.13	P2
1	HanXRQChr06	58000000	59000000	0.75	0.65	0.83	0.18	P2
1	HanXRQChr06	59000000	60000000	0.65	0.6	0.7	0.1	P2
1	HanXRQChr06	60000000	61000000	0.99	0.97	1	0.03	P2
1	HanXRQChr06	61000000	62000000	0.58	0.51	0.65	0.14	P2
1	HanXRQChr06	62000000	63000000	0.96	0.91	0.99	0.08	P2
1	HanXRQChr06	63000000	64000000	0.98	0.94	1	0.0600000000000001	P2
1	HanXRQChr06	64000000	65000000	0.82	0.75	0.87	0.12	P2
1	HanXRQChr06	65000000	66000000	0	0	0.02	0.02	P1
1	HanXRQChr06	66000000	67000000	0	0	0.03	0.03	P1
1	HanXRQChr06	67000000	68000000	0	0	0.01	0.01	P1
1	HanXRQChr06	68000000	69000000	0	0	0.23	0.23	P1
1	HanXRQChr06	69000000	70000000	0	0	0.01	0.01	P1
1	HanXRQChr06	70000000	71000000	0	0	0.01	0.01	P1
1	HanXRQChr06	71000000	72000000	0	0	0.01	0.01	P1
1	HanXRQChr06	72000000	73000000	0	0	0.01	0.01	P1
1	HanXRQChr06	73000000	74000000	0	0	0.03	0.03	P1
1	HanXRQChr06	74000000	75000000	0	0	0.01	0.01	P1
1	HanXRQChr06	75000000	76000000	0	0	0.01	0.01	P1
1	HanXRQChr06	76000000	77000000	0	0	0.02	0.02	P1
1	HanXRQChr06	77000000	78000000	0	0	0.01	0.01	P1
1	HanXRQChr06	78000000	79000000	0	0	0.02	0.02	P1
1	HanXRQChr06	79000000	80000000	0	0	0.01	0.01	P1
1	HanXRQChr06	80000000	81000000	0	0	0.01	0.01	P1
1	HanXRQChr06	81000000	82000000	0	0	0.01	0.01	P1
1	HanXRQChr06	82000000	83000000	0	0	0.02	0.02	P1
1	HanXRQChr06	83000000	84000000	0	0	0.1	0.1	P1
1	HanXRQChr06	84000000	85000000	0	0	0.02	0.02	P1
1	HanXRQChr06	85000000	86000000	0.7	0.59	0.81	0.22	P2
1	HanXRQChr06	86000000	87000000	0.99	0.95	1	0.05	P2
1	HanXRQChr06	87000000	88000000	0.99	0.94	1	0.0600000000000001	P2
1	HanXRQChr06	88000000	89000000	1	0.97	1	0.03	P2
1	HanXRQChr06	90000000	91000000	0	0	0.01	0.01	P1
1	HanXRQChr06	92000000	93000000	0.73	0.65	0.81	0.16	P2
1	HanXRQChr06	93000000	94000000	1	0.96	1	0.04	P2
1	HanXRQChr06	94000000	95000000	0.99	0.96	1	0.04	P2
1	HanXRQChr06	95000000	96000000	0.96	0.86	1	0.14	P2
1	HanXRQChr06	96000000	97000000	0.95	0.89	0.98	0.09	P2
1	HanXRQChr06	97000000	98000000	1	0.88	1	0.12	P2
1	HanXRQChr06	98000000	99000000	0.97	0.89	1	0.11	P2
1	HanXRQChr06	99000000	100000000	1	0.96	1	0.04	P2
1	HanXRQChr06	100000000	101000000	1	0.95	1	0.05	P2
1	HanXRQChr06	101000000	102000000	0.45	0.4	0.5	0.1	admixed
1	HanXRQChr06	102000000	103000000	0	0	0.02	0.02	P1
1	HanXRQChr06	103000000	104000000	0.92	0.88	0.95	0.07	P2
1	HanXRQChr07	0	1000000	0.25	0.19	0.32	0.13	P1
1	HanXRQChr07	1000000	2000000	0	0	0.03	0.03	P1
1	HanXRQChr07	2000000	3000000	0	0	0.01	0.01	P1
1	HanXRQChr07	3000000	4000000	0	0	0.01	0.01	P1
1	HanXRQChr07	4000000	5000000	0	0	0.01	0.01	P1
1	HanXRQChr07	5000000	6000000	0	0	0.01	0.01	P1
1	HanXRQChr07	6000000	7000000	0	0	0.04	0.04	P1
1	HanXRQChr07	7000000	8000000	1	0.99	1	0.01	P2
1	HanXRQChr07	8000000	9000000	1	0.93	1	0.07	P2
1	HanXRQChr07	9000000	10000000	0.96	0.87	1	0.13	P2
1	HanXRQChr07	10000000	11000000	0.51	0.42	0.59	0.17	admixed
1	HanXRQChr07	11000000	12000000	1	0.93	1	0.07	P2
1	HanXRQChr07	12000000	13000000	0.98	0.9	1	0.1	P2
1	HanXRQChr07	13000000	14000000	0.87	0.65	1	0.35	P2
1	HanXRQChr07	14000000	15000000	1	0.83	1	0.17	P2
1	HanXRQChr07	15000000	16000000	0.93	0.85	0.99	0.14	P2
1	HanXRQChr07	16000000	17000000	0.97	0.92	1	0.08	P2
1	HanXRQChr07	17000000	18000000	1	0.97	1	0.03	P2
1	HanXRQChr07	18000000	19000000	1	0.96	1	0.04	P2
1	HanXRQChr07	20000000	21000000	0.97	0.91	1	0.09	P2
1	HanXRQChr07	21000000	22000000	1	0.96	1	0.04	P2
1	HanXRQChr07	22000000	23000000	1	0.92	1	0.08	P2
1	HanXRQChr07	23000000	24000000	0.98	0.95	1	0.05	P2
1	HanXRQChr07	24000000	25000000	1	0.95	1	0.05	P2
1	HanXRQChr07	25000000	26000000	0.94	0.87	0.98	0.11	P2
1	HanXRQChr07	26000000	27000000	1	0.94	1	0.0600000000000001	P2
1	HanXRQChr07	27000000	28000000	0.98	0.94	1	0.0600000000000001	P2
1	HanXRQChr07	28000000	29000000	0.99	0.93	1	0.07	P2
1	HanXRQChr07	29000000	30000000	1	0.96	1	0.04	P2
1	HanXRQChr07	30000000	31000000	0.98	0.9	1	0.1	P2
1	HanXRQChr07	31000000	32000000	0.99	0.96	1	0.04	P2
1	HanXRQChr07	32000000	33000000	1	0.94	1	0.0600000000000001	P2
1	HanXRQChr07	33000000	34000000	1	0.97	1	0.03	P2
1	HanXRQChr07	34000000	35000000	0.98	0.92	1	0.08	P2
1	HanXRQChr07	35000000	36000000	1	0.6	1	0.4	P2
1	HanXRQChr07	36000000	37000000	0.99	0.95	1	0.05	P2
1	HanXRQChr07	37000000	38000000	0.89	0.76	0.97	0.21	P2
1	HanXRQChr07	38000000	39000000	0.99	0.95	1	0.05	P2
1	HanXRQChr07	39000000	40000000	0	0	0.01	0.01	P1
1	HanXRQChr07	40000000	41000000	0	0	0.01	0.01	P1
1	HanXRQChr07	41000000	42000000	0	0	0.01	0.01	P1
1	HanXRQChr07	42000000	43000000	0	0	0.01	0.01	P1
1	HanXRQChr07	43000000	44000000	0	0	0.04	0.04	P1
1	HanXRQChr07	44000000	45000000	0	0	0.01	0.01	P1
1	HanXRQChr07	45000000	46000000	0.13	0.09	0.18	0.09	P1
1	HanXRQChr07	46000000	47000000	0	0	0.02	0.02	P1
1	HanXRQChr07	47000000	48000000	0.98	0.92	1	0.08	P2
1	HanXRQChr07	48000000	49000000	1	0.97	1	0.03	P2
1	HanXRQChr07	49000000	50000000	1	0.96	1	0.04	P2
1	HanXRQChr07	50000000	51000000	0.9	0.63	1	0.37	P2
1	HanXRQChr07	51000000	52000000	0.89	0.21	1	0.79	NA
1	HanXRQChr07	52000000	53000000	0.89	0.8	0.96	0.16	P2
1	HanXRQChr07	53000000	54000000	1	0.92	1	0.08	P2
1	HanXRQChr07	54000000	55000000	0.96	0.91	0.99	0.08	P2
1	HanXRQChr07	55000000	56000000	0.97	0.94	0.99	0.05	P2
1	HanXRQChr07	56000000	57000000	1	0.97	1	0.03	P2
1	HanXRQChr07	57000000	58000000	1	0.98	1	0.02	P2
1	HanXRQChr07	58000000	59000000	1	0.97	1	0.03	P2
1	HanXRQChr07	59000000	60000000	0.96	0.92	0.98	0.0599999999999999	P2
1	HanXRQChr07	60000000	61000000	0.93	0.88	0.98	0.1	P2
1	HanXRQChr07	61000000	62000000	0.94	0.89	0.98	0.09	P2
1	HanXRQChr07	62000000	63000000	0.98	0.94	1	0.0600000000000001	P2
1	HanXRQChr07	63000000	64000000	0.98	0.95	1	0.05	P2
1	HanXRQChr07	64000000	65000000	0.99	0.93	1	0.07	P2
1	HanXRQChr07	65000000	66000000	0.98	0.94	1	0.0600000000000001	P2
1	HanXRQChr07	66000000	67000000	0.98	0.92	1	0.08	P2
1	HanXRQChr07	67000000	68000000	0.81	0.49	0.99	0.5	admixed
1	HanXRQChr07	68000000	69000000	0.99	0.98	1	0.02	P2
1	HanXRQChr07	69000000	70000000	1	0.97	1	0.03	P2
1	HanXRQChr07	70000000	71000000	0.93	0.86	0.97	0.11	P2
1	HanXRQChr07	71000000	72000000	0.98	0.96	1	0.04	P2
1	HanXRQChr07	72000000	73000000	1	0.98	1	0.02	P2
1	HanXRQChr07	73000000	74000000	1	0.99	1	0.01	P2
1	HanXRQChr07	74000000	75000000	0.98	0.93	1	0.07	P2
1	HanXRQChr07	75000000	76000000	0.99	0.88	1	0.12	P2
1	HanXRQChr07	76000000	77000000	0.77	0.71	0.83	0.12	P2
1	HanXRQChr07	77000000	78000000	0.97	0.94	0.99	0.05	P2
1	HanXRQChr07	78000000	79000000	0.35	0.3	0.41	0.11	P1
1	HanXRQChr07	79000000	80000000	0	0	0.01	0.01	P1
1	HanXRQChr07	80000000	81000000	0.75	0.7	0.8	0.1	P2
1	HanXRQChr07	81000000	82000000	0	0	0.01	0.01	P1
1	HanXRQChr07	82000000	83000000	0	0	0.02	0.02	P1
1	HanXRQChr07	83000000	84000000	0	0	0.01	0.01	P1
1	HanXRQChr07	84000000	85000000	0	0	0.01	0.01	P1
1	HanXRQChr07	85000000	86000000	0	0	0.01	0.01	P1
1	HanXRQChr07	86000000	87000000	0	0	0.01	0.01	P1
1	HanXRQChr07	87000000	88000000	0	0	0.01	0.01	P1
1	HanXRQChr07	88000000	89000000	0	0	0.01	0.01	P1
1	HanXRQChr07	89000000	90000000	0.01	0	0.02	0.02	P1
1	HanXRQChr07	90000000	91000000	0	0	0.02	0.02	P1
1	HanXRQChr07	91000000	92000000	0	0	0.01	0.01	P1
1	HanXRQChr07	92000000	93000000	0	0	0.02	0.02	P1
1	HanXRQChr07	93000000	94000000	0	0	0.07	0.07	P1
1	HanXRQChr07	94000000	95000000	0.31	0.25	0.36	0.11	P1
1	HanXRQChr07	95000000	96000000	0	0	0.01	0.01	P1
1	HanXRQChr07	96000000	97000000	0	0	0.32	0.32	P1
1	HanXRQChr07	97000000	98000000	0.22	0.17	0.29	0.12	P1
1	HanXRQChr07	98000000	99000000	0.58	0.49	0.67	0.18	admixed
1	HanXRQChr07	99000000	100000000	0.52	0.45	0.58	0.13	admixed
1	HanXRQChr07	100000000	101000000	0.65	0.59	0.71	0.12	P2
1	HanXRQChr07	101000000	102000000	0.32	0.27	0.38	0.11	P1
1	HanXRQChr07	102000000	103000000	0.7	0.64	0.76	0.12	P2
1	HanXRQChr07	103000000	104000000	1	0.96	1	0.04	P2
1	HanXRQChr08	0	1000000	0.94	0.91	0.98	0.07	P2
1	HanXRQChr08	1000000	2000000	0.91	0.85	0.95	0.1	P2
1	HanXRQChr08	2000000	3000000	0.94	0.9	0.97	0.07	P2
1	HanXRQChr08	3000000	4000000	1	0.99	1	0.01	P2
1	HanXRQChr08	4000000	5000000	0.71	0.61	0.81	0.2	P2
1	HanXRQChr08	5000000	6000000	0	0	0.01	0.01	P1
1	HanXRQChr08	6000000	7000000	0.47	0.41	0.53	0.12	admixed
1	HanXRQChr08	7000000	8000000	0.41	0.34	0.48	0.14	P1
1	HanXRQChr08	8000000	9000000	0	0	0.01	0.01	P1
1	HanXRQChr08	9000000	10000000	0	0	0.01	0.01	P1
1	HanXRQChr08	10000000	11000000	0	0	0.01	0.01	P1
1	HanXRQChr08	11000000	12000000	0	0	0.01	0.01	P1
1	HanXRQChr08	12000000	13000000	0.77	0.72	0.81	0.09	P2
1	HanXRQChr08	13000000	14000000	0	0	0.01	0.01	P1
1	HanXRQChr08	14000000	15000000	0	0	0.02	0.02	P1
1	HanXRQChr08	15000000	16000000	0.53	0.48	0.58	0.1	admixed
1	HanXRQChr08	16000000	17000000	0.82	0.77	0.87	0.1	P2
1	HanXRQChr08	17000000	18000000	0.56	0.51	0.61	0.1	P2
1	HanXRQChr08	18000000	19000000	0.24	0.2	0.28	0.08	P1
1	HanXRQChr08	19000000	20000000	0.17	0.11	0.24	0.13	P1
1	HanXRQChr08	20000000	21000000	0.98	0.95	0.99	0.04	P2
1	HanXRQChr08	21000000	22000000	0.32	0.22	0.43	0.21	P1
1	HanXRQChr08	22000000	23000000	0	0	0.01	0.01	P1
1	HanXRQChr08	23000000	24000000	0	0	0.01	0.01	P1
1	HanXRQChr08	24000000	25000000	0	0	0.04	0.04	P1
1	HanXRQChr08	25000000	26000000	0.41	0.36	0.47	0.11	P1
1	HanXRQChr08	26000000	27000000	0.98	0.92	1	0.08	P2
1	HanXRQChr08	27000000	28000000	0	0	0.01	0.01	P1
1	HanXRQChr08	28000000	29000000	0.12	0.08	0.16	0.08	P1
1	HanXRQChr08	29000000	30000000	0.22	0.16	0.28	0.12	P1
1	HanXRQChr08	30000000	31000000	0	0	0.01	0.01	P1
1	HanXRQChr08	31000000	32000000	0.43	0.36	0.5	0.14	admixed
1	HanXRQChr08	32000000	33000000	0.03	0	0.07	0.07	P1
1	HanXRQChr08	33000000	34000000	0	0	0.01	0.01	P1
1	HanXRQChr08	34000000	35000000	0	0	0.01	0.01	P1
1	HanXRQChr08	35000000	36000000	0	0	0.01	0.01	P1
1	HanXRQChr08	36000000	37000000	0.36	0.31	0.41	0.1	P1
1	HanXRQChr08	37000000	38000000	0	0	0.01	0.01	P1
1	HanXRQChr08	38000000	39000000	0	0	0.01	0.01	P1
1	HanXRQChr08	39000000	40000000	0	0	0.01	0.01	P1
1	HanXRQChr08	40000000	41000000	0.45	0.39	0.52	0.13	admixed
1	HanXRQChr08	41000000	42000000	0.98	0.95	1	0.05	P2
1	HanXRQChr08	42000000	43000000	0.98	0.94	1	0.0600000000000001	P2
1	HanXRQChr08	43000000	44000000	1	0.97	1	0.03	P2
1	HanXRQChr08	44000000	45000000	1	0.98	1	0.02	P2
1	HanXRQChr08	45000000	46000000	0.98	0.94	1	0.0600000000000001	P2
1	HanXRQChr08	46000000	47000000	0.72	0.66	0.78	0.12	P2
1	HanXRQChr08	47000000	48000000	0.33	0.25	0.41	0.16	P1
1	HanXRQChr08	48000000	49000000	0.97	0.94	0.99	0.05	P2
1	HanXRQChr08	49000000	50000000	0.98	0.92	1	0.08	P2
1	HanXRQChr08	50000000	51000000	1	0.99	1	0.01	P2
1	HanXRQChr08	51000000	52000000	1	0.99	1	0.01	P2
1	HanXRQChr08	52000000	53000000	0.98	0.93	1	0.07	P2
1	HanXRQChr08	53000000	54000000	1	0.99	1	0.01	P2
1	HanXRQChr08	54000000	55000000	0.99	0.94	1	0.0600000000000001	P2
1	HanXRQChr08	55000000	56000000	0.99	0.97	1	0.03	P2
1	HanXRQChr08	56000000	57000000	1	0.97	1	0.03	P2
1	HanXRQChr08	57000000	58000000	0.63	0.58	0.68	0.1	P2
1	HanXRQChr08	58000000	59000000	0	0	0.02	0.02	P1
1	HanXRQChr08	59000000	60000000	0	0	0.01	0.01	P1
1	HanXRQChr08	60000000	61000000	0.98	0.78	1	0.22	P2
1	HanXRQChr08	61000000	62000000	1	0.97	1	0.03	P2
1	HanXRQChr08	62000000	63000000	0.97	0.92	0.99	0.07	P2
1	HanXRQChr08	63000000	64000000	0.98	0.94	1	0.0600000000000001	P2
1	HanXRQChr08	64000000	65000000	1	0.93	1	0.07	P2
1	HanXRQChr08	65000000	66000000	1	0.97	1	0.03	P2
1	HanXRQChr08	66000000	67000000	0.98	0.91	1	0.09	P2
1	HanXRQChr08	67000000	68000000	0.98	0.94	1	0.0600000000000001	P2
1	HanXRQChr08	68000000	69000000	1	0.97	1	0.03	P2
1	HanXRQChr08	69000000	70000000	0.54	0.3	0.78	0.48	admixed
1	HanXRQChr08	70000000	71000000	0	0	0.02	0.02	P1
1	HanXRQChr08	71000000	72000000	0	0	0.01	0.01	P1
1	HanXRQChr08	72000000	73000000	0.18	0.03	0.45	0.42	P1
1	HanXRQChr08	73000000	74000000	0.93	0.87	0.98	0.11	P2
