sample	chr	window	ancestry
1	chr16	71	0
1	chr16	72	0
1	chr16	73	0
1	chr16	74	0
1	chr16	75	0.4
1	chr16	76	0
1	chr16	77	0
1	chr16	78	0
1	chr16	79	0.2
1	chr16	80	0
1	chr16	81	0
1	chr16	82	0
1	chr16	83	0
1	chr16	84	0
1	chr16	85	0
1	chr16	86	0
1	chr16	87	0.2
1	chr16	88	0.2
1	chr16	89	0
1	chr16	90	0.2
1	chr16	91	0
1	chr16	92	0
1	chr16	93	0.4
1	chr16	94	0.2
1	chr16	95	0
1	chr16	96	0
1	chr16	97	0
1	chr16	98	0.4
1	chr16	99	0
1	chr16	100	0.5
1	chr16	101	0.8
1	chr16	102	0.5
1	chr16	103	0.6
1	chr16	104	0.8
1	chr16	105	1
1	chr16	106	0.9
1	chr16	107	0.9
1	chr16	108	0.7
1	chr16	109	0.5
1	chr16	110	0.6
1	chr16	111	0.8
1	chr16	112	0
1	chr16	113	0
1	chr16	114	0.2
1	chr16	115	1
1	chr16	116	0.6
1	chr16	117	1
1	chr16	118	0.2
1	chr16	119	0.6
1	chr16	120	0.6
1	chr16	121	0.2
1	chr16	122	0.5
1	chr16	123	0.6
1	chr16	124	1
1	chr16	125	1
1	chr16	126	1
1	chr16	127	0.6
1	chr16	128	0
1	chr16	129	0
1	chr16	130	0.2
1	chr16	131	1
1	chr16	132	0.6
1	chr16	133	0.4
1	chr16	134	0.4
1	chr16	135	0.8
1	chr16	136	1
1	chr16	137	1
1	chr16	138	1
1	chr16	139	1
1	chr16	140	1
1	chr16	141	0
1	chr16	142	1
1	chr16	143	1
1	chr16	144	1
1	chr16	145	1
1	chr16	146	1
1	chr16	147	1
1	chr16	148	0.9
1	chr16	149	1
1	chr16	150	0.4
1	chr16	151	0.9
1	chr16	152	0.1
1	chr16	153	0.2
1	chr16	154	0.3
1	chr16	155	0.2
1	chr16	156	0.9
1	chr16	157	0.7
1	chr16	158	0.4
1	chr16	159	0.7
1	chr16	160	1
1	chr16	161	0.7
1	chr16	162	0.7
1	chr16	163	0.9
1	chr16	164	1
1	chr16	165	1
1	chr16	166	0.5
1	chr16	167	0.4
1	chr16	168	1
1	chr16	169	1
1	chr16	170	0.4
1	chr16	171	1
1	chr16	172	1
1	chr16	173	0.2
1	chr16	174	0
1	chr16	175	0.2
1	chr16	176	0.3
1	chr16	177	0.8
1	chr16	178	0.9
1	chr16	179	0.6
1	chr16	180	0.6
1	chr16	181	0.8
1	chr16	182	0.2
1	chr16	183	0
1	chr16	184	1
1	chr16	185	0.2
1	chr16	186	0.4
1	chr16	187	0.8
1	chr16	188	0.4
1	chr16	189	1
1	chr16	190	0.2
1	chr16	191	0.2
1	chr16	192	0
1	chr16	193	0.6
1	chr16	194	0.8
1	chr16	195	0.7
1	chr16	196	1
1	chr16	197	0.4
1	chr16	198	0.6
1	chr16	199	0.2
1	chr16	200	0.4
1	chr16	201	0.7
1	chr16	202	0.3
1	chr16	203	0
1	chr16	204	0.2
1	chr16	205	0.6
1	chr16	206	1
1	chr16	207	0.2
1	chr16	207	1
1	chr17	1	0.7
1	chr17	2	0.8
1	chr17	3	0.9
1	chr17	4	0.8
1	chr17	5	1
1	chr17	6	1
1	chr17	7	1
1	chr17	8	0.6
1	chr17	9	0.9
1	chr17	10	0.6
1	chr17	11	0.3
1	chr17	12	0.4
1	chr17	13	1
1	chr17	14	0.6
1	chr17	15	0.8
1	chr17	16	0.8
1	chr17	17	1
1	chr17	18	0.5
1	chr17	19	0.1
1	chr17	20	0
1	chr17	21	0.6
1	chr17	22	0.1
1	chr17	23	0.2
1	chr17	24	0
1	chr17	25	0.4
1	chr17	26	0.5
1	chr17	27	0.1
1	chr17	28	0.2
1	chr17	29	0
1	chr17	30	0
1	chr17	31	0
1	chr17	32	0
1	chr17	33	0.4
1	chr17	34	0.8
1	chr17	35	0
1	chr17	36	0
1	chr17	37	0
1	chr17	38	0
1	chr17	39	0
1	chr17	40	0.2
1	chr17	41	0
1	chr17	42	0.2
1	chr17	43	0.5
1	chr17	44	0.4
1	chr17	45	0.3
1	chr17	46	0.9
1	chr17	47	0.8
1	chr17	48	0.4
1	chr17	49	0.6
1	chr17	50	1
1	chr17	51	0.5
1	chr17	52	0
1	chr17	53	0.6
1	chr17	54	0.4
1	chr17	55	0.6
1	chr17	56	0.8
1	chr17	57	0.4
1	chr17	58	0
1	chr17	59	0.2
1	chr17	60	0
1	chr17	61	0
1	chr17	62	0.4
1	chr17	63	0.2
1	chr17	64	0
1	chr17	65	0
1	chr17	66	0.3
1	chr17	67	0.2
1	chr17	68	0.4
1	chr17	69	0.4
1	chr17	70	0.5
1	chr17	71	0
1	chr17	72	0
1	chr17	73	0.3
1	chr17	74	1
1	chr17	75	0.6
1	chr17	76	0.4
1	chr17	77	0.2
1	chr17	78	0
1	chr17	79	0.5
1	chr17	80	0.2
1	chr17	81	0.2
1	chr17	82	0
1	chr17	83	0
1	chr17	84	0
1	chr17	85	0
1	chr17	86	0
1	chr17	87	0.5
1	chr17	88	0
1	chr17	89	0
1	chr17	90	0
1	chr17	91	0.4
1	chr17	92	0.8
1	chr17	93	0.6
1	chr17	94	0.2
1	chr17	95	0
1	chr17	96	0.2
1	chr17	97	0.6
1	chr17	98	0.6
1	chr17	99	0.3
1	chr17	100	1
1	chr17	101	1
1	chr17	102	1
1	chr17	103	1
1	chr17	104	0.6
1	chr17	105	0.3
1	chr17	106	0.5
1	chr17	107	1
1	chr17	108	0.7
1	chr17	109	1
1	chr17	110	0
1	chr17	111	0.4
1	chr17	112	0
1	chr17	113	0.4
1	chr17	114	0.3
1	chr17	115	0.8
1	chr17	116	0.3
1	chr17	117	0.8
1	chr17	118	0.7
1	chr17	119	1
1	chr17	120	0.9
1	chr17	121	0.8
1	chr17	122	1
1	chr17	123	1
1	chr17	124	0.1
1	chr17	125	0.8
1	chr17	126	1
1	chr17	127	0.8
1	chr17	128	0.2
1	chr17	129	0.8
1	chr17	130	1
1	chr17	131	1
1	chr17	132	0.8
1	chr17	133	0.4
1	chr17	134	1
1	chr17	135	1
1	chr17	136	1
1	chr17	137	1
1	chr17	138	1
1	chr17	139	0.9
1	chr17	140	0.8
1	chr17	141	1
1	chr17	142	0.6
1	chr17	143	0.5
1	chr17	144	0.1
1	chr17	145	0.6
1	chr17	146	1
1	chr17	147	1
1	chr17	148	0.8
1	chr17	149	0.8
1	chr17	150	0.8
1	chr17	151	0
1	chr17	152	0.6
1	chr17	153	0.7
1	chr17	154	0.2
1	chr17	155	0.8
1	chr17	156	0.3
1	chr17	157	0.6
1	chr17	158	1
1	chr17	159	1
1	chr17	160	1
1	chr17	161	1
1	chr17	162	0.4
1	chr17	163	0.4
1	chr17	164	0
1	chr17	165	0
1	chr17	166	0.2
1	chr17	167	1
1	chr17	168	0.8
1	chr17	169	0.4
1	chr17	170	0.2
1	chr17	171	0.8
1	chr17	172	1
1	chr17	173	0.6
1	chr17	174	0.6
1	chr17	175	0.8
1	chr17	176	0.9
1	chr17	177	0.5
1	chr17	178	0.5
1	chr17	179	0.8
1	chr17	180	0.6
1	chr17	181	0.4
1	chr17	182	0.8
1	chr17	183	0
1	chr17	184	0.4
1	chr17	185	0.8
1	chr17	186	1
1	chr17	187	0.4
1	chr17	188	0.8
1	chr17	189	1
1	chr17	190	0.8
1	chr17	191	0.8
1	chr17	192	0.6
1	chr17	193	1
1	chr17	194	0.6
1	chr17	194	0.5
